STOP_ID;sensor_ID;geometry
E35780;14578@1;LINESTRING (-79.89090899999999 40.47239699338628, -79.89138920999999 40.48667020339305)
W07990;27683@1;LINESTRING (-80.11298899999998 40.50788999340303, -80.11572747999999 40.50853283340335)
E11740;27426@1;LINESTRING (-79.95684599999998 40.47717199338859, -79.95539186999999 40.46931751338487)
W10960;27638@1;LINESTRING (-80.069469 40.45173099337654, -80.07248772000001 40.44940193337547)
S42340;27589@1;LINESTRING (-79.99849099999999 40.3925479933486, -79.99959407 40.39412589334933)
E21600;5941@1;LINESTRING (-79.82374300000001 40.46944699338491, -79.82941895 40.4647646033827)
E36130;5305@1;LINESTRING (-79.811504 40.38109699334316, -79.80784057 40.38288896334402)
E20850;27800@1;LINESTRING (-79.85574899999999 40.46365699338215, -79.85641762999998 40.45775208337943)
S11350;27563@1;LINESTRING (-80.00025899999999 40.41671299335998, -79.99790912 40.41594626335964)
S24100;6070@1;LINESTRING (-79.946748 40.33501499332134, -79.94464517999998 40.32766111331784)
N10480;5294@1;LINESTRING (-80.03797699999998 40.48699799339319, -80.04168799 40.48195196339081)
E45280;27474@1;LINESTRING (-79.89921 40.46961599338497, -79.89566277999998 40.45898835337998)
E09110;39463@1;LINESTRING (-79.89309899999998 40.43165199336705, -79.88885263 40.43274619336758)
S44755;38960@1;LINESTRING (-79.88530899999998 40.29301799330141, -79.88181315 40.29218372330103)
N71315;21870@2;LINESTRING (-80.023456 40.5501709934229, -80.02256138999999 40.55652570342591)
E46390;10463@2;LINESTRING (-79.865792 40.44378099337282, -79.86146601 40.43927631337067)
W70144;27663@1;LINESTRING (-80.083281 40.39804599335122, -80.08627945999999 40.39541671334995)
S16440;27505@1;LINESTRING (-79.990949 40.42869599336567, -79.99309774 40.42775032336525)
S70333;27731@1;LINESTRING (-79.89238 40.32423599331619, -79.89241414999998 40.33117599331952)
W04370;11995@1;LINESTRING (-80.11028399999999 40.36670099333636, -80.11092781000001 40.36150587333388)
E14134;26516@1;LINESTRING (-79.86931500000001 40.47569899338787, -79.86961252999998 40.49036259339478)
E70800;5940@1;LINESTRING (-79.84241 40.46082799338085, -79.84046048 40.46280475338175)
N14600;27539@1;LINESTRING (-80.013818 40.46999699338513, -80.01771247000002 40.46726278338386)
E70970;19433@1;LINESTRING (-79.96577899999998 40.43715599336965, -79.96665253999998 40.43582338336904)
N20590;26516@1;LINESTRING (-79.865751 40.49155399339534, -79.86961252999998 40.49036259339478)
E70905;25091@1;LINESTRING (-79.929214 40.46280399338174, -79.92472955 40.4600420733805)
S14237;21563@1;LINESTRING (-80.00405699999997 40.41651699335993, -80.00921176999999 40.41462510335904)
S04680;27558@1;LINESTRING (-79.967579 40.4172689933603, -79.96536164 40.4184085133608)
W20960;27632@1;LINESTRING (-80.03308800000001 40.44161499337179, -80.03260337 40.44267869337227)
E52360;27472@1;LINESTRING (-79.882634 40.44113399337154, -79.88528305 40.44196686337193)
N43890;5701@1;LINESTRING (-80.01988399999999 40.4912369933952, -80.01578591000001 40.48550345339248)
E25075;27446@1;LINESTRING (-79.932829 40.42390899336344, -79.93486209999999 40.42802469336537)
W14310;27638@1;LINESTRING (-80.06924299999999 40.45159399337647, -80.07248772000001 40.44940193337547)
E40280;124@1;LINESTRING (-79.871706 40.44587399337379, -79.87524275 40.4395372933708)
E70973;27800@1;LINESTRING (-79.861046 40.46156799338119, -79.85641762999998 40.45775208337943)
E26640;27474@1;LINESTRING (-79.89310499999999 40.45355399337742, -79.89566277999998 40.45898835337998)
N30500;27678@1;LINESTRING (-80.047859 40.49165499339536, -80.04559984999999 40.49278237339591)
S02715;25094@1;LINESTRING (-79.89879999999999 40.40912499335643, -79.90463025999999 40.40894459335632)
N24090;33162@1;LINESTRING (-79.971889 40.47931199338955, -79.97236186000001 40.48868068339397)
N71316;5294@1;LINESTRING (-80.0401 40.47712099338852, -80.04168799 40.48195196339081)
S13740;19414@1;LINESTRING (-79.852062 40.36299699333461, -79.84337148999998 40.36312269333465)
W03310;27631@1;LINESTRING (-80.04504899999999 40.4501499933758, -80.04478818999999 40.4423847733721)
E44970;10548@2;LINESTRING (-79.87406099999998 40.4544149933778, -79.86691457999999 40.45258031337694)
W08075;5479@2;LINESTRING (-80.06641599999999 40.39464199334957, -80.06582464999998 40.39759345335099)
S27390;10605@2;LINESTRING (-79.86940999999999 40.39065999334772, -79.86938097999999 40.39095191334784)
E49260;27472@1;LINESTRING (-79.88693899999998 40.44051299337123, -79.88528305 40.44196686337193)
E13860;27375@1;LINESTRING (-79.98687299999999 40.44048999337127, -79.98695748999998 40.43863049337036)
E15585;25103@2;LINESTRING (-79.96284099999998 40.43697199336956, -79.96360178 40.4356147633689)
E70292;26004@1;LINESTRING (-79.884935 40.45163899337651, -79.88981764 40.44536785337353)
E53660;99@2;LINESTRING (-79.88486899999999 40.43317599336779, -79.88396284 40.43000329336629)
W24520;21648@1;LINESTRING (-80.08366599999999 40.40456799335423, -80.08181089999999 40.40839705335609)
E10100;11736@1;LINESTRING (-79.86874099999999 40.42461099336374, -79.86384769999999 40.42987770336623)
E38750;5939@2;LINESTRING (-79.86715600000001 40.46995899338518, -79.86854568 40.46091124338086)
E11785;668@1;LINESTRING (-79.952511 40.48200599339084, -79.94931802999999 40.49267278339585)
N22260;58@1;LINESTRING (-79.905418 40.48998599339459, -79.90438327 40.49424722339658)
N24020;33162@1;LINESTRING (-79.97484299999999 40.48091999339029, -79.97236186000001 40.48868068339397)
E14250;27417@1;LINESTRING (-79.927746 40.48214699339089, -79.93280332 40.47850303338919)
E48200;27490@1;LINESTRING (-79.87776400000001 40.4101289933569, -79.8787179 40.41071268335718)
E70019;3134@1;LINESTRING (-79.886475 40.4234619933632, -79.88740474999999 40.41707515336021)
W10320;26524@1;LINESTRING (-80.06030399999999 40.47041999338534, -80.06012368999998 40.46867456338452)
E52590;27426@1;LINESTRING (-79.955466 40.4783359933891, -79.95539186999999 40.46931751338487)
W10350;26524@1;LINESTRING (-80.061803 40.47268199338645, -80.06012368999998 40.46867456338452)
W03260;3947@1;LINESTRING (-80.068169 40.4650069933828, -80.06639278999998 40.46582223338322)
N14740;27377@1;LINESTRING (-80.012125 40.47022499338523, -80.01012181 40.4655815833831)
E57540;10554@1;LINESTRING (-79.930612 40.44519699337348, -79.93307274999999 40.44547672337359)
N49570;27488@1;LINESTRING (-80.03125299999999 40.47314099338668, -80.03505661 40.47393861338701)
S00920;33699@1;LINESTRING (-79.93952599999999 40.4010089933526, -79.94453208 40.41094643335725)
N33600;27847@1;LINESTRING (-80.22868699999998 40.58847899344091, -80.22044870000001 40.57908359343656)
S27570;6108@1;LINESTRING (-79.984602 40.34153999332445, -79.97895033 40.34509806332609)
N35640;27541@1;LINESTRING (-80.00157900000001 40.47987799338983, -80.00021597 40.47417781338716)
N38580;27849@1;LINESTRING (-80.00145500000001 40.45648199337876, -79.99862970999999 40.4511809933763)
W06650;27685@1;LINESTRING (-80.099209 40.47548499338772, -80.09367872999999 40.47299088338655)
N33590;27847@1;LINESTRING (-80.225234 40.58390499343881, -80.22044870000001 40.57908359343656)
E21590;5940@1;LINESTRING (-79.83880000000001 40.46557899338307, -79.84046048 40.46280475338175)
E20810;5943@1;LINESTRING (-79.821622 40.48137699339056, -79.81899779999999 40.48435807339196)
E70738;15203@1;LINESTRING (-79.83055699999998 40.53936899341785, -79.82418459 40.54392924342)
N09501;10598@1;LINESTRING (-80.03749300000003 40.58526699343944, -80.03416321000002 40.58396026343883)
S48490;27577@1;LINESTRING (-79.904386 40.39918599335172, -79.90564736 40.3959954133502)
X13390;27566@1;LINESTRING (-80.02318199999999 40.39711199335076, -80.02190573999999 40.39513533334983)
N33595;27847@1;LINESTRING (-80.22749899999999 40.58658699344004, -80.22044870000001 40.57908359343656)
E17440;99@2;LINESTRING (-79.88440199999999 40.43154299336704, -79.88396284 40.43000329336629)
E47530;27810@1;LINESTRING (-79.76600500000001 40.39139499334799, -79.78901249999998 40.39383986334919)
N19550;10584@1;LINESTRING (-79.97143 40.5550159934252, -79.97121251999998 40.55400554342472)
N29830;5718@1;LINESTRING (-79.982283 40.46464699338268, -79.98164869 40.46947237338492)
E36035;27474@1;LINESTRING (-79.89363599999999 40.47021699338527, -79.89566277999998 40.45898835337998)
E70029;25107@1;LINESTRING (-79.84340799999998 40.51632799340699, -79.85173309999998 40.50788936340302)
E37980;19154@2;LINESTRING (-79.84135999999999 40.39575099335008, -79.84093556000001 40.39585474335016)
E21362;5940@1;LINESTRING (-79.83947000000001 40.46488599338278, -79.84046048 40.46280475338175)
X12688;5446@1;LINESTRING (-80.048514 40.34675099332689, -80.05151476999998 40.34946181332815)
W70060;13235@1;LINESTRING (-80.08283999999999 40.41574599335953, -80.08630671000002 40.41683604336004)
W10310;26524@1;LINESTRING (-80.060682 40.47059199338546, -80.06012368999998 40.46867456338452)
S24390;12004@1;LINESTRING (-79.98019000000001 40.35660299333155, -79.97793563999998 40.35287446332983)
N41780;6700@1;LINESTRING (-80.024872 40.45420599337771, -80.02664195 40.45004899337577)
E45360;5288@1;LINESTRING (-79.89454799999999 40.43980499337093, -79.89763775999998 40.43966653337085)
W07920;27621@1;LINESTRING (-80.135329 40.51287999340539, -80.13174942999999 40.51210295340501)
S16420;27505@1;LINESTRING (-79.99351299999999 40.42861999336561, -79.99309774 40.42775032336525)
E19670;8050@1;LINESTRING (-79.934178 40.43899399337054, -79.93628144 40.44124137337161)
W24780;11995@1;LINESTRING (-80.10738200000002 40.36567699333584, -80.11092781000001 40.36150587333388)
N49460;27488@1;LINESTRING (-80.03173099999999 40.47368199338693, -80.03505661 40.47393861338701)
S25480;6116@1;LINESTRING (-79.91278599999998 40.37007599333792, -79.90960275 40.36646487333623)
E37235;5941@1;LINESTRING (-79.83398299999998 40.46238699338157, -79.82941895 40.4647646033827)
X00660;46@2;LINESTRING (-80.04078199999999 40.40313099335359, -80.04229475 40.40183956335297)
E46550;26004@1;LINESTRING (-79.89161300000001 40.44601999337383, -79.88981764 40.44536785337353)
N54800;27617@1;LINESTRING (-80.04477500000002 40.48734399339334, -80.04484407 40.49041516339479)
S00840;33699@1;LINESTRING (-79.94458699999998 40.41106399335735, -79.94453208 40.41094643335725)
E70831;27496@1;LINESTRING (-79.92647099999999 40.40782599335581, -79.92276436999998 40.41380713335864)
N12125;5719@1;LINESTRING (-79.99325799999998 40.46615799338335, -79.995092 40.47486924338745)
W22730;38588@1;LINESTRING (-80.13622799999999 40.45148199337645, -80.14149247999998 40.45755657337929)
W03960;27631@1;LINESTRING (-80.039856 40.44310899337246, -80.04478818999999 40.4423847733721)
N40230;23469@1;LINESTRING (-80.131012 40.51775399340767, -80.12897800999998 40.51752074340757)
N32670;21869@2;LINESTRING (-80.013037 40.49832999339854, -80.00954917999999 40.50454099340148)
W03450;27625@1;LINESTRING (-80.06236700000001 40.45336799337733, -80.06554269 40.45392546337758)
E70901;27675@1;LINESTRING (-79.86423799999999 40.39998999335208, -79.86411447999998 40.40001695335214)
E04740;27579@1;LINESTRING (-79.86335199999999 40.40537499335466, -79.8622094 40.40294327335346)
E46870;26004@1;LINESTRING (-79.88946499999999 40.44528199337351, -79.88981764 40.44536785337353)
N31400;27849@1;LINESTRING (-79.99780899999999 40.45751499337927, -79.99862970999999 40.4511809933763)
E46590;26004@1;LINESTRING (-79.889915 40.44524099337345, -79.88981764 40.44536785337353)
W14550;27630@2;LINESTRING (-80.055999 40.44402299337291, -80.05951836 40.44259420337224)
W25710;5296@1;LINESTRING (-80.07773299999999 40.45915799338005, -80.07497148999998 40.46605232338331)
E58450;38264@1;LINESTRING (-79.859047 40.44515399337346, -79.85745814000001 40.44195266337195)
E41781;27434@1;LINESTRING (-79.93182299999999 40.45328299337729, -79.92877515000001 40.45275981337701)
S70166;6031@1;LINESTRING (-79.86424399999999 40.34714999332711, -79.86463246 40.34947504332818)
W07600;12184@1;LINESTRING (-80.12571199999999 40.51040599340419, -80.12364212 40.51643479340706)
E19510;27375@1;LINESTRING (-79.98871700000001 40.43769699336994, -79.98695748999998 40.43863049337036)
E70298;5286@1;LINESTRING (-79.957415 40.4514049933764, -79.95532253999998 40.44993965337574)
N38140;5730@1;LINESTRING (-80.013678 40.57210099343324, -80.01637267 40.56927660343192)
E15790;27399@1;LINESTRING (-79.98614099999999 40.44102899337152, -79.98497465999999 40.43943031337075)
E17590;99@2;LINESTRING (-79.884664 40.43286999336766, -79.88396284 40.43000329336629)
N54530;27377@1;LINESTRING (-80.01238699999999 40.46373899338224, -80.01012181 40.4655815833831)
E70308;27449@1;LINESTRING (-79.900353 40.42128899336216, -79.89856833 40.4203820133617)
E70004;5939@1;LINESTRING (-79.87085799999998 40.45605399337858, -79.86855973999999 40.46084795338083)
N47285;27680@1;LINESTRING (-80.00196399999999 40.44783599337471, -80.00484320999999 40.44816330337484)
N38150;22822@1;LINESTRING (-80.00747199999999 40.52613499341163, -80.01288325 40.53068367341378)
W70147;25059@1;LINESTRING (-80.140109 40.50658999340244, -80.13903602000001 40.50382666340111)
X17740;27561@1;LINESTRING (-80.00934000000001 40.42602899336443, -80.00986265 40.42289135336294)
S27260;19414@2;LINESTRING (-79.85258299999998 40.37051499333816, -79.84328087999999 40.36339100333479)
E21280;5940@1;LINESTRING (-79.840716 40.46232599338154, -79.84046048 40.46280475338175)
E29740;27473@1;LINESTRING (-79.89755600000001 40.45474899337794, -79.89878521999999 40.45274337337703)
S04510;27557@1;LINESTRING (-79.97720799999999 40.41784999336051, -79.98085513999999 40.41769977336049)
E70013;5935@1;LINESTRING (-79.93838599999998 40.45705799337904, -79.94203211999998 40.45591310337855)
S24013;19006@1;LINESTRING (-79.95266099999999 40.33797099332277, -79.94999739999999 40.34791143332742)
N13180;27523@1;LINESTRING (-80.01847899999999 40.45940799338017, -80.02182426 40.46331322338202)
N12420;14576@1;LINESTRING (-79.943972 40.49789399339834, -79.94347225999999 40.4965228233977)
N71314;10574@2;LINESTRING (-80.023222 40.5500719934229, -80.01858959999998 40.54873651342226)
S09280;27568@1;LINESTRING (-79.97553099999999 40.37784499334165, -79.98281197999999 40.3843736233447)
N38720;157@1;LINESTRING (-80.01051499999998 40.45480299337798, -80.01388126000001 40.45204478337673)
E13260;5286@1;LINESTRING (-79.95513000000003 40.45066399337603, -79.95532253999998 40.44993965337574)
E32735;6087@1;LINESTRING (-79.93389499999998 40.40519399335454, -79.92429592999999 40.39711060335074)
E46920;6007@1;LINESTRING (-79.812022 40.42976099336616, -79.80738735 40.42537028336405)
W70161;27663@1;LINESTRING (-80.08344499999998 40.39814599335122, -80.08627945999999 40.39541671334995)
E20870;27800@1;LINESTRING (-79.85545799999998 40.4636679933822, -79.85641762999998 40.45775208337943)
N30560;77@1;LINESTRING (-80.053541 40.49464199339676, -80.05701308999998 40.48835690339383)
S27000;27558@1;LINESTRING (-79.967012 40.41790799336056, -79.96536164 40.4184085133608)
S10560;6115@1;LINESTRING (-79.90774300000001 40.36082899333353, -79.90785083 40.35972767333305)
E21220;5941@1;LINESTRING (-79.821382 40.47072399338548, -79.82941895 40.4647646033827)
W03420;27631@1;LINESTRING (-80.03959899999998 40.44308399337249, -80.04478818999999 40.4423847733721)
X01590;27594@1;LINESTRING (-80.04784699999999 40.39013399334741, -80.04725609999998 40.39126452334796)
E17424;19432@1;LINESTRING (-79.96849399999999 40.44266099337227, -79.97096829 40.43655208336937)
E54210;5989@1;LINESTRING (-79.96382999999999 40.44108999337151, -79.96408540999998 40.4363989233693)
E15670;1378@1;LINESTRING (-79.955012 40.45649299337882, -79.95530846 40.45716412337908)
N14680;27539@1;LINESTRING (-80.014599 40.46901799338472, -80.01771247000002 40.46726278338386)
W17160;27656@1;LINESTRING (-80.06169399999999 40.4264329933646, -80.06126685999999 40.42685330336481)
E41130;3677@1;LINESTRING (-79.92641599999999 40.42742199336508, -79.92591796999999 40.4278782933653)
S25520;6116@1;LINESTRING (-79.912972 40.36994699333786, -79.90960275 40.36646487333623)
N71273;26516@1;LINESTRING (-79.86606399999999 40.49185999339547, -79.86961252999998 40.49036259339478)
E06580;27579@1;LINESTRING (-79.862672 40.4035939933538, -79.8622094 40.40294327335346)
N10695;27488@1;LINESTRING (-80.032229 40.48078199339029, -80.03505661 40.47393861338701)
E09900;6015@1;LINESTRING (-79.841942 40.40225199335318, -79.8389332 40.40526777335462)
X13410;27582@1;LINESTRING (-80.020471 40.39992599335208, -80.01690025000001 40.40152194335284)
W00290;26515@2;LINESTRING (-80.156087 40.51557899340663, -80.15787616999999 40.51504353340641)
E32227;27496@1;LINESTRING (-79.92479899999999 40.41499399335919, -79.92276436999998 40.41380713335864)
W10166;27645@1;LINESTRING (-80.06637299999998 40.44387199337285, -80.06244564999999 40.44022234337111)
N49470;27488@1;LINESTRING (-80.03471199999998 40.48139799339054, -80.03505661 40.47393861338701)
E26103;25103@2;LINESTRING (-79.96106999999999 40.43840199337027, -79.96360178 40.4356147633689)
W02820;27663@1;LINESTRING (-80.088334 40.40029999335228, -80.08627945999999 40.39541671334995)
S02500;6088@1;LINESTRING (-79.889302 40.29211199330094, -79.89385059999999 40.28718136329865)
N50580;5718@1;LINESTRING (-79.98506999999998 40.46646299338349, -79.98164869 40.46947237338492)
S70577;31189@1;LINESTRING (-79.963179 40.42605799336445, -79.96351187999998 40.42473597336378)
X01890;27561@1;LINESTRING (-80.01042299999999 40.42187499336243, -80.00986265 40.42289135336294)
W22720;10565@1;LINESTRING (-80.206733 40.44097199337145, -80.21176518 40.43819707337018)
X02680;27658@1;LINESTRING (-80.073437 40.37451199334005, -80.08252688 40.37174772333872)
E37250;5941@1;LINESTRING (-79.83393199999999 40.46194799338139, -79.82941895 40.4647646033827)
